anio,actual,pet_10,pet_15
2016,-6.682172282593605,-0.1820290579157131,3.8931211108110375
2017,-9.046783238361549,-2.564587081035782,1.1842766033226653
2018,-8.933344033213338,-2.5393816680450456,1.4708677400747092
2019,-8.338881951222248,-2.320067766281099,1.783306868873069
2020,-8.583699924530443,-2.2719551149818997,2.3302520640647515
2021,-9.108548008234166,-3.1263104933500188,1.875215669955523
2022,-10.597420855603765,-3.7927359201940263,0.6177762374571714
2023,-10.525391349411912,-3.9437128144514446,0.6589801631685503
2024,-11.840531267761506,-5.62493403186803,-1.0107957394347409
